total_decision_steps,total_minutes,final_metrics,moe_cumulative_reward,propagation_factor,scenario,scenario_name,scenario_path,ignition_pos,sim_seed,delta_moe_total,fire_detection_delay_minutes,response_time_seconds
19,190.0,"{'burnt_area_m2': 5386600.0, 'fire_cost_eur': 422746482.4, 'casualties': 6401.0, 'emissions_tonnes': 10130.28}",-0.0400063098247479,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67781.24460280128, 70712.63323586434)",810984,-1.0368323596423092,60.0,3600.0
29,290.0,"{'burnt_area_m2': 7030525.0, 'fire_cost_eur': 824560.8, 'casualties': 2944.0, 'emissions_tonnes': 1472.43}",-0.0246018571900328,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71366.24460280128, 67847.63323586388)",267308,-1.023047984854064,60.0,3600.0
23,230.0,"{'burnt_area_m2': 8057900.0, 'fire_cost_eur': 930216.0, 'casualties': 3322.0, 'emissions_tonnes': 1661.1}",-0.0281029346814755,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71861.24460280128, 67802.63323586434)",455675,-1.0256106633477802,60.0,3600.0
12,120.0,"{'burnt_area_m2': 676925.0, 'fire_cost_eur': 91254.8, 'casualties': 325.0, 'emissions_tonnes': 162.96}",0.9975562412303576,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71971.24460280128, 70522.63323586434)",522122,-0.0017592848527722,60.0,3600.0
12,120.0,"{'burnt_area_m2': 453800.0, 'fire_cost_eur': 65475.2, 'casualties': 233.0, 'emissions_tonnes': 116.92}",0.9983345119436012,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71976.24460280128, 70082.63323586341)",15789,-0.0011860486263507,60.0,3600.0
12,120.0,"{'burnt_area_m2': 537375.0, 'fire_cost_eur': 75496.4, 'casualties': 269.0, 'emissions_tonnes': 134.81}",0.9980404857720264,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70246.24460280314, 67962.63323586434)",381960,-0.0015709272091025,60.0,3600.0
68,680.0,"{'burnt_area_m2': 11484375.0, 'fire_cost_eur': 152367461.2, 'casualties': 6393.0, 'emissions_tonnes': 3347.89}",-0.043500637419782,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72146.24460280314, 69762.63323586341)",157809,-1.0427827219480383,60.0,3600.0
16,160.0,"{'burnt_area_m2': 1160100.0, 'fire_cost_eur': 152479.6, 'casualties': 544.0, 'emissions_tonnes': 272.29}",0.9958360694073256,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67616.24460280314, 67937.63323586201)",536234,-0.003120307930444,60.0,3600.0
87,870.0,"{'burnt_area_m2': 22158400.0, 'fire_cost_eur': 1602196459.33, 'casualties': 25878.0, 'emissions_tonnes': 29565.48}",-0.1409491241487812,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71336.24460280128, 70947.63323586294)",370867,-1.1393012670442508,60.0,3600.0
15,150.0,"{'burnt_area_m2': 983825.0, 'fire_cost_eur': 130071.2, 'casualties': 464.0, 'emissions_tonnes': 232.27}",0.9964639738478852,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69616.24460280314, 68457.63323586294)",528784,-0.002512795517623,60.0,3600.0
20,200.0,"{'burnt_area_m2': 1605850.0, 'fire_cost_eur': 3207345.6, 'casualties': 770.0, 'emissions_tonnes': 388.26}",0.9941964609449409,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70261.24460280314, 69362.63323586388)",696017,-0.0049061807065112,60.0,3600.0
33,330.0,"{'burnt_area_m2': 15358825.0, 'fire_cost_eur': 31263213.2, 'casualties': 6592.0, 'emissions_tonnes': 3325.6}",-0.0541249007144554,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71666.24460280314, 68387.63323586388)",364342,-1.05276094611328,60.0,3600.0
35,350.0,"{'burnt_area_m2': 4773475.0, 'fire_cost_eur': 579700.8, 'casualties': 2070.0, 'emissions_tonnes': 1035.18}",-0.0168306237667337,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70821.24460280128, 68012.63323586388)",848950,-1.015949184310954,60.0,3600.0
13,130.0,"{'burnt_area_m2': 696175.0, 'fire_cost_eur': 95429.6, 'casualties': 340.0, 'emissions_tonnes': 170.41}",0.99747658220826,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69596.24460280128, 68242.63323586294)",660367,-0.0020779400141602,60.0,3600.0
72,720.0,"{'burnt_area_m2': 5330875.0, 'fire_cost_eur': 10439418.8, 'casualties': 2559.0, 'emissions_tonnes': 1289.61}",0.9807307439992868,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70806.24460280314, 70907.63323586341)",220194,-0.0189341326866783,60.0,3600.0
65,650.0,"{'burnt_area_m2': 9801925.0, 'fire_cost_eur': 1176490.0, 'casualties': 4201.0, 'emissions_tonnes': 2100.88}",-0.0344717309606035,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72011.24460280314, 69837.63323586388)",760040,-1.0338369619197074,60.0,3600.0
28,280.0,"{'burnt_area_m2': 2333675.0, 'fire_cost_eur': 299101.6, 'casualties': 1068.0, 'emissions_tonnes': 534.11}",0.9916716877615492,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68091.24460280128, 67732.63323586388)",359786,-0.0074523734594879,60.0,3600.0
40,400.0,"{'burnt_area_m2': 8767650.0, 'fire_cost_eur': 1030346.8, 'casualties': 3679.0, 'emissions_tonnes': 1839.91}",-0.0306938757693672,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72151.24460280314, 68762.63323586388)",696171,-1.0297916120228854,60.0,3600.0
35,350.0,"{'burnt_area_m2': 14242650.0, 'fire_cost_eur': 64639540.0, 'casualties': 6485.0, 'emissions_tonnes': 3305.75}",-0.0509707773982024,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71556.24460280314, 68432.63323586434)",796449,-1.0498440268443754,60.0,3600.0
68,680.0,"{'burnt_area_m2': 10874175.0, 'fire_cost_eur': 19804906.4, 'casualties': 4845.0, 'emissions_tonnes': 2441.19}",-0.0386310607845135,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70521.24460280314, 69507.63323586341)",131822,-1.0378716348099837,60.0,3600.0
70,700.0,"{'burnt_area_m2': 12323150.0, 'fire_cost_eur': 93969220.4, 'casualties': 6170.0, 'emissions_tonnes': 3204.95}",-0.0452737119117999,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70901.24460280314, 70032.63323586388)",312633,-1.0438614429440802,60.0,3600.0
9,90.0,"{'burnt_area_m2': 503225.0, 'fire_cost_eur': 67197.2, 'casualties': 239.0, 'emissions_tonnes': 120.0}",0.9981876646416642,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72086.24460280128, 70427.63323586341)",194151,-0.0012179117119032,60.0,3600.0
28,280.0,"{'burnt_area_m2': 2858300.0, 'fire_cost_eur': 359173.2, 'casualties': 1271.0, 'emissions_tonnes': 781.41}",0.9895879621749838,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68026.24460280314, 67537.63323586294)",307325,-0.0093045453831988,60.0,3600.0
29,290.0,"{'burnt_area_m2': 2189175.0, 'fire_cost_eur': 281268.4, 'casualties': 1004.0, 'emissions_tonnes': 502.27}",0.9921832500040092,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70776.24460280314, 68362.63323586388)",436895,-0.0067112248032356,60.0,3600.0
64,640.0,"{'burnt_area_m2': 18442500.0, 'fire_cost_eur': 1884138541.83, 'casualties': 26400.0, 'emissions_tonnes': 15876.94}",-0.1054512570900398,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72081.24460280128, 69707.63323586248)",791321,-1.1049046277125567,60.0,3600.0
10,100.0,"{'burnt_area_m2': 385825.0, 'fire_cost_eur': 54773.6, 'casualties': 195.0, 'emissions_tonnes': 97.81}",0.9985896114869396,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69901.24460280314, 68112.63323586294)",324211,-0.0009782549591029,60.0,3600.0
10,100.0,"{'burnt_area_m2': 384400.0, 'fire_cost_eur': 54790.4, 'casualties': 195.0, 'emissions_tonnes': 97.84}",0.9985934747465705,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70241.24460280314, 68562.63323586341)",140327,-0.0010115354411701,60.0,3600.0
73,730.0,"{'burnt_area_m2': 22646875.0, 'fire_cost_eur': 1214460464.85, 'casualties': 21664.0, 'emissions_tonnes': 15705.58}",-0.1118690750169115,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71001.24460280314, 69992.63323586388)",932430,-1.1103116883045812,60.0,3600.0
11,110.0,"{'burnt_area_m2': 624250.0, 'fire_cost_eur': 83641.6, 'casualties': 298.0, 'emissions_tonnes': 149.36}",0.997749579649266,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67656.24460280128, 67662.63323586388)",188849,-0.0016593735141866,60.0,3600.0
24,240.0,"{'burnt_area_m2': 7019925.0, 'fire_cost_eur': 816608.8, 'casualties': 2916.0, 'emissions_tonnes': 1458.23}",-0.0245222979360898,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71616.24460280128, 67572.63323586388)",347000,-1.0227907557638658,60.0,3600.0
7,70.0,"{'burnt_area_m2': 240950.0, 'fire_cost_eur': 35277.2, 'casualties': 125.0, 'emissions_tonnes': 63.0}",0.999112865862516,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70231.24460280128, 68297.63323586388)",584242,-0.0005212005797591,60.0,3600.0
44,440.0,"{'burnt_area_m2': 17155750.0, 'fire_cost_eur': 434743561.1, 'casualties': 11430.0, 'emissions_tonnes': 6940.06}",-0.0705141094278064,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71876.24460280128, 68702.63323586388)",462958,-1.069019859137562,60.0,3600.0
65,650.0,"{'burnt_area_m2': 17640475.0, 'fire_cost_eur': 504556186.88, 'casualties': 12353.0, 'emissions_tonnes': 6971.57}",-0.0727682013161102,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71891.24460280314, 69837.63323586388)",722896,-1.0722537229599023,60.0,3600.0
48,480.0,"{'burnt_area_m2': 7572900.0, 'fire_cost_eur': 908602.8, 'casualties': 3245.0, 'emissions_tonnes': 1622.51}",-0.0266308966560216,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71421.24460280314, 68957.63323586294)",410207,-1.026158016637231,60.0,3600.0
15,150.0,"{'burnt_area_m2': 1270200.0, 'fire_cost_eur': 162016.4, 'casualties': 578.0, 'emissions_tonnes': 289.31}",0.9954723928779858,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67791.24460280128, 67487.63323586341)",859160,-0.0031103263824784,60.0,3600.0
28,280.0,"{'burnt_area_m2': 2177500.0, 'fire_cost_eur': 281688.4, 'casualties': 1006.0, 'emissions_tonnes': 503.02}",0.992212273995058,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68356.24460280314, 68177.63323586294)",503547,-0.0073051542175089,60.0,3600.0
12,120.0,"{'burnt_area_m2': 729350.0, 'fire_cost_eur': 97381.2, 'casualties': 347.0, 'emissions_tonnes': 173.9}",0.9973728268894096,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67606.24460280314, 67512.63323586388)",683023,-0.0017338180434048,60.0,3600.0
60,600.0,"{'burnt_area_m2': 14632600.0, 'fire_cost_eur': 143211413.2, 'casualties': 7527.0, 'emissions_tonnes': 3905.1}",-0.0541565655100833,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71431.24460280314, 69407.63323586388)",484486,-1.0536872877022854,60.0,3600.0
22,220.0,"{'burnt_area_m2': 1790775.0, 'fire_cost_eur': 229390.0, 'casualties': 819.0, 'emissions_tonnes': 409.62}",0.9936100670038364,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67706.24460280128, 68072.6332358648)",605062,-0.0053150990198733,60.0,3600.0
76,760.0,"{'burnt_area_m2': 3808975.0, 'fire_cost_eur': 190022815.2, 'casualties': 3762.0, 'emissions_tonnes': 2071.99}",0.9821898001081664,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70291.24460280314, 69787.63323586294)",378096,-0.016517635759972,60.0,3600.0
53,530.0,"{'burnt_area_m2': 8777650.0, 'fire_cost_eur': 1048720.4, 'casualties': 3745.0, 'emissions_tonnes': 1872.72}",-0.0308389192558866,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71051.24460280314, 69052.63323586388)",382919,-1.0299040848785088,60.0,3600.0
73,730.0,"{'burnt_area_m2': 12687250.0, 'fire_cost_eur': 112262186.4, 'casualties': 6506.0, 'emissions_tonnes': 3391.18}",-0.0469341421298431,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70881.24460280314, 70172.63323586434)",227688,-1.045846885097895,60.0,3600.0
81,810.0,"{'burnt_area_m2': 9073950.0, 'fire_cost_eur': 1118874.4, 'casualties': 3995.0, 'emissions_tonnes': 1997.99}",-0.0321011766889566,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70866.24460280128, 70582.63323586434)",895732,-1.031600042556371,60.0,3600.0
19,190.0,"{'burnt_area_m2': 5548675.0, 'fire_cost_eur': 524012893.07, 'casualties': 7477.0, 'emissions_tonnes': 10707.9}",-0.0425817951804676,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67741.24460280314, 70842.63323586341)",888523,-1.0398424899521632,60.0,3600.0
31,310.0,"{'burnt_area_m2': 3036225.0, 'fire_cost_eur': 384702.0, 'casualties': 1359.0, 'emissions_tonnes': 878.3}",0.9888405022615592,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68206.24460280128, 67517.63323586341)",189546,-0.0099003657313995,60.0,3600.0
79,790.0,"{'burnt_area_m2': 13613900.0, 'fire_cost_eur': 92122974.8, 'casualties': 6699.0, 'emissions_tonnes': 3466.12}",-0.0497607847341211,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70976.24460280128, 70217.63323586388)",390364,-1.048618463040227,60.0,3600.0
79,790.0,"{'burnt_area_m2': 13150625.0, 'fire_cost_eur': 1570094.4, 'casualties': 5607.0, 'emissions_tonnes': 2803.74}",-0.0461958452827893,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71606.24460280128, 70667.63323586388)",153802,-1.0451524670730594,60.0,3600.0
12,120.0,"{'burnt_area_m2': 718100.0, 'fire_cost_eur': 96303.2, 'casualties': 343.0, 'emissions_tonnes': 171.97}",0.9974107893606592,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68656.24460280314, 68397.63323586294)",151060,-0.0019856529125047,60.0,3600.0
11,110.0,"{'burnt_area_m2': 492875.0, 'fire_cost_eur': 23819568.4, 'casualties': 484.0, 'emissions_tonnes': 291.69}",0.9976538071052546,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70636.24460280314, 70062.6332358648)",741103,-0.0019821387514513,60.0,3600.0
18,180.0,"{'burnt_area_m2': 5699125.0, 'fire_cost_eur': 400242807.62, 'casualties': 6310.0, 'emissions_tonnes': 8085.07}",-0.0368644412717358,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68051.24460280128, 71262.6332358648)",536420,-1.0345538054650143,60.0,3600.0
66,660.0,"{'burnt_area_m2': 22107250.0, 'fire_cost_eur': 1464227372.42, 'casualties': 24136.0, 'emissions_tonnes': 20435.01}",-0.1217814295680079,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71331.24460280128, 69717.63323586388)",63307,-1.1208002480731485,60.0,3600.0
14,140.0,"{'burnt_area_m2': 946900.0, 'fire_cost_eur': 125423.2, 'casualties': 447.0, 'emissions_tonnes': 223.97}",0.9965955466837644,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68796.24460280128, 68257.63323586388)",956523,-0.0028285422831105,60.0,3600.0
19,190.0,"{'burnt_area_m2': 4576400.0, 'fire_cost_eur': 231384905.6, 'casualties': 4179.0, 'emissions_tonnes': 7632.8}",-0.0309172530369604,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67871.24460280314, 70637.63323586388)",457988,-1.0283251621467135,60.0,3600.0
86,860.0,"{'burnt_area_m2': 11064300.0, 'fire_cost_eur': 15846046.8, 'casualties': 4952.0, 'emissions_tonnes': 2490.66}",-0.0393323644828056,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71006.24460280314, 70897.63323586341)",822847,-1.0385283644313426,60.0,3600.0
15,150.0,"{'burnt_area_m2': 4870400.0, 'fire_cost_eur': 191877867.6, 'casualties': 3896.0, 'emissions_tonnes': 5609.99}",-0.0275848505725823,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67276.24460280128, 70917.63323586388)",703701,-1.0252452648852088,60.0,3600.0
23,230.0,"{'burnt_area_m2': 4889650.0, 'fire_cost_eur': 575551.2, 'casualties': 2055.0, 'emissions_tonnes': 1027.77}",-0.0171236199421267,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71056.24460280314, 67502.6332358648)",460123,-1.0160720283078155,60.0,3600.0
82,820.0,"{'burnt_area_m2': 17279400.0, 'fire_cost_eur': 113143047.53, 'casualties': 8698.0, 'emissions_tonnes': 8042.24}",-0.0702567233802359,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71636.24460280314, 70752.63323586388)",848378,-1.069309885556821,60.0,3600.0
21,210.0,"{'burnt_area_m2': 1818775.0, 'fire_cost_eur': 231750.4, 'casualties': 827.0, 'emissions_tonnes': 413.84}",0.9935183244372492,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67616.24460280314, 67872.63323586201)",897796,-0.0054124422391096,60.0,3600.0
14,140.0,"{'burnt_area_m2': 1188450.0, 'fire_cost_eur': 152672.8, 'casualties': 545.0, 'emissions_tonnes': 272.63}",0.9957565920355932,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69021.24460280314, 67812.63323586341)",982149,-0.0028475277430634,60.0,3600.0
21,210.0,"{'burnt_area_m2': 1670550.0, 'fire_cost_eur': 215429.2, 'casualties': 769.0, 'emissions_tonnes': 384.69}",0.9940300080337294,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67711.24460280128, 68202.63323586388)",522458,-0.0049956831184068,60.0,3600.0
23,230.0,"{'burnt_area_m2': 7690200.0, 'fire_cost_eur': 1821228877.22, 'casualties': 21274.0, 'emissions_tonnes': 18154.13}",-0.0758541127098196,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68336.24460280128, 71552.63323586294)",763196,-1.0742653580655603,60.0,3600.0
15,150.0,"{'burnt_area_m2': 889975.0, 'fire_cost_eur': 118188.0, 'casualties': 422.0, 'emissions_tonnes': 211.05}",0.9967976149745768,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70431.24460280128, 67457.63323586294)",793417,-0.0023205635506668,60.0,3600.0
16,160.0,"{'burnt_area_m2': 972700.0, 'fire_cost_eur': 129889.2, 'casualties': 463.0, 'emissions_tonnes': 231.95}",0.9964960239748551,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69251.24460280314, 67952.63323586388)",227443,-0.0029486136376275,60.0,3600.0
26,260.0,"{'burnt_area_m2': 8702450.0, 'fire_cost_eur': 1005978.4, 'casualties': 3592.0, 'emissions_tonnes': 1796.39}",-0.0303590550965795,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72056.24460280314, 67867.63323586341)",966070,-1.0294967547255849,60.0,3600.0
21,210.0,"{'burnt_area_m2': 4374400.0, 'fire_cost_eur': 299866799.6, 'casualties': 4788.0, 'emissions_tonnes': 8163.97}",-0.0319705531820733,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67666.24460280128, 70462.63323586248)",699656,-1.0279990814622624,60.0,3600.0
32,320.0,"{'burnt_area_m2': 2312025.0, 'fire_cost_eur': 299896.8, 'casualties': 1071.0, 'emissions_tonnes': 535.53}",0.9917260445356156,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70766.24460280314, 68232.63323586388)",643359,-0.0071155052036385,60.0,3600.0
54,540.0,"{'burnt_area_m2': 1872900.0, 'fire_cost_eur': 184529484.8, 'casualties': 2840.0, 'emissions_tonnes': 1604.58}",0.9891822974819032,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70186.24460280128, 69777.63323586388)",876850,-0.009263719942364,60.0,3600.0
57,570.0,"{'burnt_area_m2': 11414900.0, 'fire_cost_eur': 464341578.0, 'casualties': 9421.0, 'emissions_tonnes': 5173.68}",-0.0497193331938381,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71931.24460280314, 69387.63323586341)",735888,-1.0484680823242465,60.0,3600.0
33,330.0,"{'burnt_area_m2': 2624850.0, 'fire_cost_eur': 342268.4, 'casualties': 1208.0, 'emissions_tonnes': 796.98}",0.990253084943832,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67821.24460280128, 67967.63323586248)",622657,-0.0084144659533975,60.0,3600.0
