total_decision_steps,total_minutes,final_metrics,moe_cumulative_reward,propagation_factor,scenario,scenario_name,scenario_path,ignition_pos,sim_seed,delta_moe_total,fire_detection_delay_minutes,response_time_seconds
29,290.0,"{'burnt_area_m2': 2429925.0, 'fire_cost_eur': 311357.2, 'casualties': 1111.0, 'emissions_tonnes': 556.0}",0.9913293335318056,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68551.24460280128, 68017.63323586434)",560519,-0.0076166567826063,60.0,3600.0
29,290.0,"{'burnt_area_m2': 1336325.0, 'fire_cost_eur': 39687804.4, 'casualties': 1065.0, 'emissions_tonnes': 572.37}",0.994293662208091,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70761.24460280314, 70407.63323586248)",58869,-0.0049714439085954,60.0,3600.0
34,340.0,"{'burnt_area_m2': 9535625.0, 'fire_cost_eur': 1111126.8, 'casualties': 3968.0, 'emissions_tonnes': 1984.16}",-0.033322470892711,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71376.24460280128, 68357.63323586388)",114808,-1.0318720994246844,60.0,3600.0
62,620.0,"{'burnt_area_m2': 17496475.0, 'fire_cost_eur': 879030671.77, 'casualties': 16004.0, 'emissions_tonnes': 9131.73}",-0.0800198146612022,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71971.24460280128, 69557.63323586248)",368767,-1.0788042291892477,60.0,3600.0
58,580.0,"{'burnt_area_m2': 8685975.0, 'fire_cost_eur': 1044184.4, 'casualties': 3729.0, 'emissions_tonnes': 1864.62}",-0.030557933657991,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71146.24460280314, 69237.63323586388)",676935,-1.0298077105471029,60.0,3600.0
26,260.0,"{'burnt_area_m2': 8155400.0, 'fire_cost_eur': 945904.4, 'casualties': 3378.0, 'emissions_tonnes': 1689.12}",-0.0284712442179471,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71511.24460280314, 67777.6332358648)",466802,-1.0264817424909105,60.0,3600.0
24,240.0,"{'burnt_area_m2': 3709475.0, 'fire_cost_eur': 445001.2, 'casualties': 1589.0, 'emissions_tonnes': 794.64}",-0.0130440932934329,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70856.24460280128, 67457.63323586294)",670872,-1.0124195546580252,60.0,3600.0
13,130.0,"{'burnt_area_m2': 753300.0, 'fire_cost_eur': 100279.2, 'casualties': 358.0, 'emissions_tonnes': 179.07}",0.9972879160283944,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71776.24460280314, 70342.6332358648)",551787,-0.0020068360080203,60.0,3600.0
10,100.0,"{'burnt_area_m2': 674275.0, 'fire_cost_eur': 89031.6, 'casualties': 317.0, 'emissions_tonnes': 158.99}",0.9975777648433668,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69721.24460280128, 67492.63323586294)",570868,-0.0014881838686016,60.0,3600.0
45,450.0,"{'burnt_area_m2': 20513975.0, 'fire_cost_eur': 540136401.42, 'casualties': 13874.0, 'emissions_tonnes': 8741.05}",-0.0853588767169658,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71906.24460280314, 68712.63323586294)",907388,-1.0838278647039994,60.0,3600.0
30,300.0,"{'burnt_area_m2': 13586325.0, 'fire_cost_eur': 1559947.2, 'casualties': 5571.0, 'emissions_tonnes': 2785.62}",-0.047330001321184,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71701.24460280128, 68322.63323586341)",317079,-1.045865502540189,60.0,3600.0
24,240.0,"{'burnt_area_m2': 7548700.0, 'fire_cost_eur': 874462.4, 'casualties': 3123.0, 'emissions_tonnes': 1561.54}",-0.0263464503555914,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72131.24460280128, 67982.63323586294)",194555,-1.0247823476141344,60.0,3600.0
12,120.0,"{'burnt_area_m2': 649975.0, 'fire_cost_eur': 88673.2, 'casualties': 316.0, 'emissions_tonnes': 158.34}",0.9976466907332086,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70436.24460280128, 67517.63323586341)",62978,-0.0015840349057498,60.0,3600.0
12,120.0,"{'burnt_area_m2': 703650.0, 'fire_cost_eur': 93914.8, 'casualties': 335.0, 'emissions_tonnes': 167.71}",0.9974653296396796,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72071.24460280314, 70852.6332358648)",598159,-0.0019774973416102,60.0,3600.0
14,140.0,"{'burnt_area_m2': 987625.0, 'fire_cost_eur': 127845.2, 'casualties': 456.0, 'emissions_tonnes': 228.3}",0.9964677523341512,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69491.24460280314, 67532.63323586388)",584009,-0.0027501179861855,60.0,3600.0
16,160.0,"{'burnt_area_m2': 5317075.0, 'fire_cost_eur': 341710087.07, 'casualties': 5559.0, 'emissions_tonnes': 8318.07}",-0.0355548449140479,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67641.24460280314, 71052.63323586294)",937991,-1.0326764422034025,60.0,3600.0
33,330.0,"{'burnt_area_m2': 2721900.0, 'fire_cost_eur': 346743.6, 'casualties': 1238.0, 'emissions_tonnes': 619.19}",-0.0097002085046841,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70626.24460280314, 67802.63323586434)",160132,-1.0087349459025927,60.0,3600.0
18,180.0,"{'burnt_area_m2': 7805875.0, 'fire_cost_eur': 1597492716.42, 'casualties': 19064.0, 'emissions_tonnes': 17124.72}",-0.0720768337420004,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68291.24460280128, 71132.6332358648)",531165,-1.069085482847271,60.0,3600.0
20,200.0,"{'burnt_area_m2': 7110025.0, 'fire_cost_eur': 1160171791.62, 'casualties': 14441.0, 'emissions_tonnes': 14337.14}",-0.0604271027336533,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68236.24460280314, 71367.63323586294)",276468,-1.0578147851677706,60.0,3600.0
31,310.0,"{'burnt_area_m2': 11641050.0, 'fire_cost_eur': 1342356.4, 'casualties': 4794.0, 'emissions_tonnes': 2397.07}",-0.0405901672707208,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72026.24460280314, 68222.63323586341)",726521,-1.0377586503144034,60.0,3600.0
33,330.0,"{'burnt_area_m2': 9814175.0, 'fire_cost_eur': 1142204.0, 'casualties': 4079.0, 'emissions_tonnes': 2039.65}",-0.0342870697541509,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71426.24460280314, 68477.63323586388)",863301,-1.0329806133317685,60.0,3600.0
10,100.0,"{'burnt_area_m2': 452675.0, 'fire_cost_eur': 6063099.2, 'casualties': 285.0, 'emissions_tonnes': 151.45}",0.9982206432920898,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70691.24460280128, 70032.63323586388)",425494,-0.001406412936713,60.0,3600.0
11,110.0,"{'burnt_area_m2': 715550.0, 'fire_cost_eur': 94511.2, 'casualties': 337.0, 'emissions_tonnes': 168.77}",0.9974289036673522,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69861.24460280128, 68337.63323586341)",912548,-0.0017179988252944,60.0,3600.0
32,320.0,"{'burnt_area_m2': 10465650.0, 'fire_cost_eur': 1212654.8, 'casualties': 4330.0, 'emissions_tonnes': 2165.45}",-0.0365283220577641,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71661.24460280314, 68362.63323586388)",306682,-1.0352261821524822,60.0,3600.0
10,100.0,"{'burnt_area_m2': 495425.0, 'fire_cost_eur': 68577.6, 'casualties': 244.0, 'emissions_tonnes': 122.46}",0.998200268753974,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69986.24460280128, 68712.63323586294)",506126,-0.0012764320451529,60.0,3600.0
30,300.0,"{'burnt_area_m2': 2577625.0, 'fire_cost_eur': 327709.2, 'casualties': 1170.0, 'emissions_tonnes': 585.2}",0.9908181656758146,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68511.24460280314, 68027.63323586341)",258597,-0.0082646416361377,60.0,3600.0
82,820.0,"{'burnt_area_m2': 23929075.0, 'fire_cost_eur': 1767195584.97, 'casualties': 28074.0, 'emissions_tonnes': 34636.01}",-0.1575264887688662,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71811.24460280314, 70877.6332358648)",28919,-1.156446016549283,60.0,3600.0
12,120.0,"{'burnt_area_m2': 605775.0, 'fire_cost_eur': 83322.4, 'casualties': 297.0, 'emissions_tonnes': 148.79}",0.9978023274356576,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69351.24460280128, 68027.63323586341)",104746,-0.001719260676141,60.0,3600.0
12,120.0,"{'burnt_area_m2': 575975.0, 'fire_cost_eur': 79265.2, 'casualties': 283.0, 'emissions_tonnes': 141.55}",0.9979097778720684,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71996.24460280128, 70367.63323586341)",876576,-0.0016211697212411,60.0,3600.0
22,220.0,"{'burnt_area_m2': 6034950.0, 'fire_cost_eur': 348790478.4, 'casualties': 5947.0, 'emissions_tonnes': 8101.12}",-0.0374491261653271,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67316.24460280128, 70032.63323586388)",286435,-1.0353712662638148,60.0,3600.0
59,590.0,"{'burnt_area_m2': 4066625.0, 'fire_cost_eur': 528004.4, 'casualties': 1885.0, 'emissions_tonnes': 942.87}",-0.0145558523533261,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70631.24460280314, 68932.63323586294)",183982,-1.0136846623544278,60.0,3600.0
25,250.0,"{'burnt_area_m2': 8692325.0, 'fire_cost_eur': 1004180.8, 'casualties': 3586.0, 'emissions_tonnes': 1793.18}",-0.0303200815198768,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71726.24460280128, 67987.63323586388)",713738,-1.028122619298347,60.0,3600.0
31,310.0,"{'burnt_area_m2': 13547700.0, 'fire_cost_eur': 1557550.4, 'casualties': 5562.0, 'emissions_tonnes': 2781.34}",-0.0472080797458204,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71781.24460280314, 68327.63323586294)",686605,-1.045147522356462,60.0,3600.0
12,120.0,"{'burnt_area_m2': 660350.0, 'fire_cost_eur': 89157.6, 'casualties': 318.0, 'emissions_tonnes': 159.21}",0.9976148224379526,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71746.24460280128, 70427.63323586341)",154370,-0.0016114867080727,60.0,3600.0
19,190.0,"{'burnt_area_m2': 4909875.0, 'fire_cost_eur': 14850904.8, 'casualties': 2179.0, 'emissions_tonnes': 2571.32}",-0.0202419483780266,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67591.24460280314, 71307.63323586341)",752845,-1.018909969128864,60.0,3600.0
54,540.0,"{'burnt_area_m2': 9838350.0, 'fire_cost_eur': 1168666.8, 'casualties': 4173.0, 'emissions_tonnes': 2086.91}",-0.0345219844381771,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71696.24460280128, 69187.63323586434)",525363,-1.0331993837219184,60.0,3600.0
15,150.0,"{'burnt_area_m2': 712925.0, 'fire_cost_eur': 100881.2, 'casualties': 360.0, 'emissions_tonnes': 180.15}",0.9973952700377344,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69521.24460280314, 68267.63323586388)",323488,-0.0022027299365339,60.0,3600.0
54,540.0,"{'burnt_area_m2': 8686825.0, 'fire_cost_eur': 1041905.2, 'casualties': 3721.0, 'emissions_tonnes': 1860.55}",-0.0305458485983241,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71256.24460280314, 69107.63323586248)",570507,-1.030068915054184,60.0,3600.0
75,750.0,"{'burnt_area_m2': 14149225.0, 'fire_cost_eur': 2429132.0, 'casualties': 6004.0, 'emissions_tonnes': 3002.95}",-0.0496546565404122,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71176.24460280314, 70097.63323586248)",383413,-1.0485003661788983,60.0,3600.0
31,310.0,"{'burnt_area_m2': 3059650.0, 'fire_cost_eur': 385719.6, 'casualties': 1377.0, 'emissions_tonnes': 688.79}",0.9891220974178424,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67991.24460280314, 68212.63323586341)",370690,-0.0096113592912743,60.0,3600.0
40,400.0,"{'burnt_area_m2': 10385325.0, 'fire_cost_eur': 1211747.6, 'casualties': 4327.0, 'emissions_tonnes': 2163.84}",-0.0363017648215358,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71336.24460280128, 68832.63323586294)",633011,-1.0355579445040357,60.0,3600.0
9,90.0,"{'burnt_area_m2': 376025.0, 'fire_cost_eur': 53491.2, 'casualties': 191.0, 'emissions_tonnes': 95.52}",0.9986242708603668,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68751.24460280314, 67587.63323586341)",273724,-0.0009088508438611,60.0,3600.0
9,90.0,"{'burnt_area_m2': 413575.0, 'fire_cost_eur': 57629.6, 'casualties': 205.0, 'emissions_tonnes': 102.91}",0.9984952128785192,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70381.24460280314, 68307.63323586434)",183438,-0.000979833907284,60.0,3600.0
12,120.0,"{'burnt_area_m2': 448750.0, 'fire_cost_eur': 64778.0, 'casualties': 231.0, 'emissions_tonnes': 115.68}",0.9983524353692576,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70446.24460280128, 68112.63323586294)",130577,-0.0012299589479809,60.0,3600.0
19,190.0,"{'burnt_area_m2': 6937225.0, 'fire_cost_eur': 1279888580.03, 'casualties': 15565.0, 'emissions_tonnes': 14415.42}",-0.0611941097334456,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68301.24460280128, 71252.63323586341)",664677,-1.0583914924137932,60.0,3600.0
19,190.0,"{'burnt_area_m2': 4910025.0, 'fire_cost_eur': 337427658.0, 'casualties': 5365.0, 'emissions_tonnes': 8695.91}",-0.0349875448736378,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67736.24460280314, 70692.63323586341)",392427,-1.032457834769838,60.0,3600.0
21,210.0,"{'burnt_area_m2': 4850800.0, 'fire_cost_eur': 13845430.8, 'casualties': 2161.0, 'emissions_tonnes': 2409.97}",-0.0197557126796539,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(67791.24460280128, 71537.63323586388)",423650,-1.0189388382581763,60.0,3600.0
11,110.0,"{'burnt_area_m2': 734625.0, 'fire_cost_eur': 96966.8, 'casualties': 346.0, 'emissions_tonnes': 173.16}",0.9973605580775644,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69761.24460280314, 68482.63323586341)",835877,-0.0017570627594405,60.0,3600.0
56,560.0,"{'burnt_area_m2': 11997200.0, 'fire_cost_eur': 440155250.0, 'casualties': 9406.0, 'emissions_tonnes': 5141.88}",-0.0512166236918952,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71851.24460280128, 69342.63323586434)",869481,-1.0498130189509711,60.0,3600.0
11,110.0,"{'burnt_area_m2': 516400.0, 'fire_cost_eur': 72307.2, 'casualties': 258.0, 'emissions_tonnes': 129.12}",0.998118202916969,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70406.24460280314, 68497.63323586341)",731835,-0.0014332557313042,60.0,3600.0
25,250.0,"{'burnt_area_m2': 7948350.0, 'fire_cost_eur': 920404.8, 'casualties': 3287.0, 'emissions_tonnes': 1643.58}",-0.0277389850408422,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71631.24460280314, 67732.63323586388)",641553,-1.025622965504991,60.0,3600.0
67,670.0,"{'burnt_area_m2': 15239675.0, 'fire_cost_eur': 106290433.6, 'casualties': 7437.0, 'emissions_tonnes': 3850.55}",-0.0555995155012634,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70876.24460280314, 69777.63323586388)",647533,-1.0537565913236475,60.0,3600.0
35,350.0,"{'burnt_area_m2': 8486225.0, 'fire_cost_eur': 992681.2, 'casualties': 3545.0, 'emissions_tonnes': 1772.64}",-0.029679749430335,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71396.24460280314, 68152.63323586294)",899065,-1.0285134180321398,60.0,3600.0
84,840.0,"{'burnt_area_m2': 25614050.0, 'fire_cost_eur': 1348968916.05, 'casualties': 24482.0, 'emissions_tonnes': 24233.37}",-0.1388032382262098,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71226.24460280128, 70367.63323586341)",857420,-1.1373906560227518,60.0,3600.0
17,170.0,"{'burnt_area_m2': 1230125.0, 'fire_cost_eur': 161506.8, 'casualties': 576.0, 'emissions_tonnes': 288.41}",0.995586028495745,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68966.24460280128, 68422.63323586388)",250537,-0.0038648362408637,60.0,3600.0
16,160.0,"{'burnt_area_m2': 1390200.0, 'fire_cost_eur': 178166.8, 'casualties': 636.0, 'emissions_tonnes': 318.16}",0.9950389331871532,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68961.24460280128, 67817.63323586388)",685111,-0.0034875905693173,60.0,3600.0
30,300.0,"{'burnt_area_m2': 4570025.0, 'fire_cost_eur': 549082.8, 'casualties': 1961.0, 'emissions_tonnes': 980.5}",-0.0160758491794631,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70821.24460280128, 67842.63323586341)",978176,-1.0150326963708405,60.0,3600.0
25,250.0,"{'burnt_area_m2': 4316925.0, 'fire_cost_eur': 513256.8, 'casualties': 1833.0, 'emissions_tonnes': 916.53}",-0.0151509394653726,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72136.24460280314, 67817.63323586388)",861660,-1.0147021727125385,60.0,3600.0
94,940.0,"{'burnt_area_m2': 14730025.0, 'fire_cost_eur': 1766245.6, 'casualties': 6308.0, 'emissions_tonnes': 3154.01}",-0.051792800137326,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71146.24460280314, 71147.63323586341)",942382,-1.050853304814515,60.0,3600.0
10,100.0,"{'burnt_area_m2': 558400.0, 'fire_cost_eur': 74830.0, 'casualties': 267.0, 'emissions_tonnes': 133.62}",0.997986576803474,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(69946.24460280128, 68302.63323586294)",542034,-0.0013407961078234,60.0,3600.0
81,810.0,"{'burnt_area_m2': 18667750.0, 'fire_cost_eur': 823380438.5, 'casualties': 16576.0, 'emissions_tonnes': 16038.95}",-0.096805289291024,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71701.24460280128, 70852.6332358648)",163038,-1.095664079649239,60.0,3600.0
10,100.0,"{'burnt_area_m2': 588000.0, 'fire_cost_eur': 79419.2, 'casualties': 283.0, 'emissions_tonnes': 141.82}",0.997876180307318,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71731.24460280128, 70597.63323586388)",660027,-0.0013116252680309,60.0,3600.0
37,370.0,"{'burnt_area_m2': 2170775.0, 'fire_cost_eur': 289282.0, 'casualties': 1033.0, 'emissions_tonnes': 516.58}",-0.007817567921922,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70491.24460280128, 67812.63323586341)",902853,-1.006898132339718,60.0,3600.0
23,230.0,"{'burnt_area_m2': 6754175.0, 'fire_cost_eur': 784786.8, 'casualties': 2802.0, 'emissions_tonnes': 1401.4}",-0.0235878603561656,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72111.24460280128, 67702.63323586294)",610620,-1.0229708896224692,60.0,3600.0
13,130.0,"{'burnt_area_m2': 881325.0, 'fire_cost_eur': 117070.8, 'casualties': 418.0, 'emissions_tonnes': 209.06}",0.9968285387296424,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68926.24460280128, 68107.63323586294)",946239,-0.0024188888914304,60.0,3600.0
53,530.0,"{'burnt_area_m2': 9771700.0, 'fire_cost_eur': 1160065.2, 'casualties': 4143.0, 'emissions_tonnes': 2071.55}",-0.0342843438985475,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(71581.24460280128, 69257.63323586341)",635132,-1.0337396441794824,60.0,3600.0
25,250.0,"{'burnt_area_m2': 12881200.0, 'fire_cost_eur': 1475796.0, 'casualties': 5270.0, 'emissions_tonnes': 2635.35}",-0.0448528447012098,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(72051.24460280314, 68087.63323586341)",181048,-1.0423434015317925,60.0,3600.0
30,300.0,"{'burnt_area_m2': 1048325.0, 'fire_cost_eur': 15908367.6, 'casualties': 721.0, 'emissions_tonnes': 402.25}",0.9957278795329656,0.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(70646.24460280314, 70092.63323586341)",279247,-0.0039136760460526,60.0,3600.0
45,450.0,"{'burnt_area_m2': 5590400.0, 'fire_cost_eur': 690229.6, 'casualties': 2450.0, 'emissions_tonnes': 1423.88}",-0.0201354728511191,1.0,Palisades,Palisades copy.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades copy.json,"(68176.24460280128, 67677.63323586341)",630311,-1.0186360039272024,60.0,3600.0
