scenario,scenario_name,scenario_path,seed,ignition_pos,total_decision_steps,total_minutes,mission_hours,burnt_area_m2,fire_cost_eur,casualties,emissions_tonnes,moe_cumulative_reward,propagation_factor,episode_reward_sum,wall_seconds,run,policy_type,policy_name,policy_source
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1467347456,"(70649.41466350853, 69946.9903841964)",2,20.0,0.3333333333333333,1350.0,674.8,2.0,1.21,0.9999923131349578,0.0,-7.956787951846067e-07,7.029548118822277,102,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1631001374,"(70673.54178868793, 70037.8781579379)",2,20.0,0.3333333333333333,850.0,417.2,1.0,0.74,0.9999954178122541,0.0,-5.789063834971131e-07,6.710323601029813,103,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1690277810,"(71457.67335706763, 71576.91112665739)",18,180.0,3.0,1607675.0,222490.0,724.0,1301.26,0.9924942858969714,0.0,-0.00628513591065083,34.99566509621218,104,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1875496127,"(70739.89138293453, 69904.57608978124)",2,20.0,0.3333333333333333,1925.0,963.2,3.0,1.72,0.9999889258730721,0.0,1.838204070070404e-07,7.26215852284804,105,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,411492782,"(71246.56101173535, 71455.7274283329)",19,190.0,3.1666666666666665,1497875.0,203933.2,689.0,867.44,0.9936520442662939,0.0,-0.005753062233665673,37.5812172149308,106,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1192456270,"(69611.94828072563, 69868.22098028474)",2,20.0,0.3333333333333333,1375.0,574.0,2.0,1.03,0.9999925874123213,0.0,-1.705561147535839e-06,6.20405850186944,107,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1723063914,"(71349.1012937557, 70310.54147916846)",46,460.0,7.666666666666667,3706050.0,479026.8,1710.0,855.41,0.9867486763481245,0.0,-0.012759931019777349,104.64721893426031,108,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,768793750,"(70860.52700884081, 70819.51301213028)",7,70.0,1.1666666666666667,242625.0,35753.2,127.0,63.85,0.9991049709732104,0.0,-0.0005564098756442037,15.884472078178078,109,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,410865002,"(70359.88916133717, 71552.67438699212)",10,100.0,1.6666666666666667,638425.0,772327829.88,8000.0,4779.9,0.9814601943739749,0.0,-0.01594987874147269,22.45676437858492,110,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1029694513,"(71252.59279303253, 71891.98874230031)",2,20.0,0.3333333333333333,3575.0,1372.0,4.0,2.45,0.9999821618013008,0.0,-2.0383331559292728e-06,7.468683890067041,111,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
