policy_type,policy_name,scenario_name,runs,mean_burnt_area_m2,mean_cost_eur,mean_casualties,mean_emissions_tonnes,mean_mission_h,mean_moe
ppo_model,arm1_palisades_only,Salamis5sp5ev.json,250,736092.1,1028538.4237199998,504.724,40616.519279999986,1.875333333333332,0.9602915984148634
ppo_model,arm2_pyrenees_only,Salamis5sp5ev.json,250,771801.9,1130689.00416,486.988,43516.32888000002,1.9653333333333338,0.9597981198662455
ppo_model,arm3_even_split_75_75,Salamis5sp5ev.json,250,790392.5,1277291.7085999993,510.668,44372.692919999994,2.0106666666666664,0.9583968907970483
ppo_model,arm4_pal25k_pyr125k,Salamis5sp5ev.json,250,773168.2,1195527.5843999998,486.008,43662.40972000002,1.9713333333333334,0.9597784080160333
ppo_model,arm5_concurrent,Salamis5sp5ev.json,250,810431.0,1311628.3880399996,520.988,45576.05559999999,2.063333333333333,0.9574241068517689
ppo_model,arm6_palisades_multiweight,Salamis5sp5ev.json,250,701886.2,990671.1168799998,495.34,38327.55315999999,1.773333333333334,0.9616909820201096
fixed_tactic,fixed_Pyrenees5sp5ev_heuristic,Salamis5sp5ev.json,250,811615.6,1218917.6588399997,567.64,45258.66123999998,2.1333333333333337,0.955585917944113
random_tactic,random_tactics,Salamis5sp5ev.json,250,803881.0,1262218.51632,559.996,44698.42575999999,2.1346666666666656,0.9561464416665627
