scenario,scenario_name,scenario_path,seed,ignition_pos,total_decision_steps,total_minutes,mission_hours,burnt_area_m2,fire_cost_eur,casualties,emissions_tonnes,moe_cumulative_reward,propagation_factor,episode_reward_sum,wall_seconds,run,policy_type,policy_name,policy_source
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,147561691,"(65711.52280749055, 90830.45326711982)",11,110.0,1.8333333333333333,855600.0,1121836.88,257.0,52320.11,0.9657932989304803,0.0,-0.02206586808401334,25.947455414105207,235,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,903921811,"(63372.364651340526, 89115.12350358162)",9,90.0,1.5,273900.0,321160.5,444.0,12774.78,0.9753697644226209,0.0,-0.016246515508288373,19.83267292799428,236,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1030423610,"(64023.53570561996, 90201.49902048893)",13,130.0,2.1666666666666665,894125.0,1119956.88,561.0,50424.11,0.9535582208113009,0.0,-0.039579650313314785,29.340864990837872,237,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1428042794,"(64301.705864729825, 91421.2890745597)",8,80.0,1.3333333333333333,564975.0,770092.75,85.0,36457.77,0.9802726626055627,0.0,-0.009084616081277308,21.07934376783669,238,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1228562627,"(64055.1459509735, 89312.06877272949)",13,130.0,2.1666666666666665,714200.0,845954.5,717.0,36344.46,0.9530778347172622,0.0,-0.02507718540467674,27.67617241712287,239,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,979099992,"(64112.0443926095, 89845.72692138515)",12,120.0,2.0,884500.0,1036996.25,717.0,45513.87,0.9488369908975017,0.0,-0.021470614047368053,27.366458018310368,240,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,473084439,"(64099.40029446827, 89617.01628624741)",16,160.0,2.6666666666666665,1104325.0,1316779.25,877.0,57995.43,0.9364695619738964,0.0,-0.033107496766680455,34.72038316493854,241,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1259538515,"(65161.50453834189, 89515.36711507384)",10,100.0,1.6666666666666667,438450.0,501366.25,605.0,20468.91,0.9649720009500496,0.0,-0.020783546115983875,22.036929160822183,242,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,977387364,"(64914.944624585565, 89953.72916575707)",9,90.0,1.5,528925.0,553205.12,709.0,22341.49,0.9594365285004588,0.0,-0.021797244670297644,21.053286543115973,243,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1803208954,"(65420.70855023898, 89852.07999458443)",5,50.0,0.8333333333333334,140575.0,134273.62,343.0,4405.64,0.9833157084327593,0.0,-0.007715996181640317,13.170902204699814,244,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1500402902,"(65098.28404763481, 89229.47882115189)",10,100.0,1.6666666666666667,651900.0,731454.5,733.0,30753.42,0.9547464993891146,0.0,-0.02828932193906175,22.856983297970146,245,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1560090197,"(65218.40297997743, 90322.20741125662)",8,80.0,1.3333333333333333,244675.0,302212.5,363.0,12349.98,0.9790700646413755,0.0,-0.012075321028082509,17.84084463119507,246,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,1227749366,"(63758.00964465132, 89451.83638309129)",12,120.0,2.0,934500.0,1054572.25,900.0,45269.31,0.9409958106388236,0.0,-0.027702769220028456,27.284699788782746,247,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,783847129,"(64643.09651454631, 90614.44877837878)",19,190.0,3.1666666666666665,1632500.0,2031234.12,867.0,92343.62,0.9216620917192958,0.0,-0.06010521162049076,40.721450010780245,248,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,604858908,"(63580.992270672694, 90137.96828850731)",16,160.0,2.6666666666666665,1115375.0,1361753.88,773.0,60768.71,0.9397644371250948,0.0,-0.051450742122516546,32.544768072199076,249,random_tactic,random_tactics,random
Salamis,Salamis5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Salamis5sp5ev.json,962923741,"(63435.58514204761, 91052.81082906015)",6,60.0,1.0,234450.0,243990.5,392.0,9379.5,0.9789644982430203,0.0,-0.011766771429811085,13.198039378970861,250,random_tactic,random_tactics,random
